word	pair_eucl_dist_he_she	pair_eucl_dist_he_i	pair_eucl_dist_she_i	pair_eucl_dist_he_you	pair_eucl_dist_she_you	pair_eucl_dist_he_they	pair_eucl_dist_she_they	pair_eucl_dist_i_you	triple_eucl_dist_he_she_i	triple_eucl_dist_he_she_you	triple_eucl_dist_he_she_they	triple_eucl_dist_i_you_they	eucl_center_dist_he_she_i	eucl_center_dist_he_she_you	eucl_center_dist_he_she_they	eucl_center_dist_i_you_they	eucl_center_dist_he_i_you_they	eucl_center_dist_she_i_you_they	eucl_center_dist_he_she_i_you_they	pair_cos_simil_he_she	pair_cos_simil_he_i	pair_cos_simil_she_i	pair_cos_simil_he_you	pair_cos_simil_she_you	pair_cos_simil_he_they	pair_cos_simil_she_they	pair_cos_simil_i_you	triple_cos_simil_he_she_i	triple_cos_simil_he_she_you	triple_cos_simil_he_she_they	triple_cos_simil_i_you_they	stat_bergsma	stat_bls
paralegal	2.2559921741485596	2.882241725921631	2.5583157539367676	3.4285199642181396	3.1367592811584473	2.944164991378784	3.0800623893737793	2.4157679080963135	7.696549892425537	8.821271896362305	8.280220031738281	8.414780616760254	4.443079471588135	5.103567600250244	4.786492824554443	4.860788345336914	7.223130226135254	7.014284133911133	9.103438377380371	0.9836782217025757	0.9730275869369507	0.9790378212928772	0.9616546630859375	0.9683782458305359	0.9713377356529236	0.9693430662155151	0.9810590744018555	0.9370821714401245	0.9160458445549011	0.9261915683746338	0.9237456321716309	86.32	85.4
hygienist	1.2640684843063354	2.205714225769043	1.9345844984054565	2.489306926727295	2.288377285003662	2.0303449630737305	2.1085808277130127	1.6899986267089844	5.404367446899414	6.041752815246582	5.402994155883789	6.506089210510254	3.131315231323242	3.5209639072418213	3.136319637298584	3.764087677001953	5.438884258270264	5.26103401184082	6.6439385414123535	0.9947532415390015	0.9838116765022278	0.9876669645309448	0.9792871475219727	0.9827249646186829	0.9864318370819092	0.9855760931968689	0.9903636574745178	0.9665801525115967	0.9573206305503845	0.9671027660369873	0.9513403177261353	25.0	96.4
scientist	1.9892820119857788	3.7724711894989014	3.1809613704681396	4.528745651245117	4.142426490783691	3.73492693901062	3.209836959838867	2.9877970218658447	8.94271469116211	10.660453796386719	8.934045791625977	10.342011451721191	5.181439399719238	6.248836517333984	5.180817604064941	5.970576763153076	9.138415336608887	8.534662246704102	11.132146835327148	0.9883183240890503	0.9572714567184448	0.9687311053276062	0.9378259778022766	0.9463933706283569	0.9582210779190063	0.9680473208427429	0.9715396165847778	0.916505753993988	0.8771841526031494	0.9167673587799072	0.8877737522125244	3.29	41.94
dispatcher	2.1430089473724365	2.8420746326446533	2.4741475582122803	3.577268362045288	3.1408848762512207	3.0782668590545654	3.1800875663757324	2.540285587310791	7.459231376647949	8.861162185668945	8.401363372802734	9.516124725341797	4.305580139160156	5.129415512084961	4.8637261390686035	5.50201940536499	7.780295372009277	7.472362518310547	9.482827186584473	0.9844778180122375	0.9730359315872192	0.9795483350753784	0.9571479558944702	0.9669061303138733	0.9683689475059509	0.9657750129699707	0.9785701632499695	0.938340961933136	0.9111068844795227	0.9207097887992859	0.9008504152297974	68.57	56.3
cashier	2.087740421295166	2.530233144760132	2.4273626804351807	3.2447593212127686	3.1540520191192627	2.6003477573394775	2.9299662113189697	2.4048521518707275	7.045336723327637	8.486552238464355	7.618054389953613	8.432430267333984	4.068687438964844	4.918209552764893	4.400113582611084	4.871138572692871	6.879094123840332	6.917718887329102	8.687006950378418	0.9865401387214661	0.9804906845092773	0.9821044206619263	0.9673298597335815	0.9694070219993591	0.979075014591217	0.9739016890525818	0.9824179410934448	0.9499831199645996	0.9251145124435425	0.9406884908676147	0.9292166829109192	67.46	72.5
auditor	1.697280764579773	3.246434450149536	2.707057237625122	4.105823516845703	3.557339668273926	3.6506175994873047	3.2368950843811035	2.8322830200195312	7.6507720947265625	9.360444068908691	8.584793090820312	8.709847450256348	4.430704116821289	5.480666160583496	5.010296821594238	5.028464317321777	8.025336265563965	7.426510334014893	9.875597953796387	0.9920613765716553	0.9698047041893005	0.9780465364456177	0.9514249563217163	0.9613818526268005	0.9621645212173462	0.968180775642395	0.9757490158081055	0.9409842491149902	0.907421350479126	0.9241539835929871	0.923416793346405	28.04	59.7
dietitian	1.864621639251709	2.7281315326690674	2.280686855316162	3.4958605766296387	3.096064329147339	3.0099728107452393	2.9421775341033936	2.388688325881958	6.873439788818359	8.456546783447266	7.816771507263184	8.737855911254883	3.9659509658813477	4.9114155769348145	4.534768581390381	5.051229476928711	7.353497505187988	6.97100830078125	8.935153007507324	0.9894840717315674	0.9776424169540405	0.9843458533287048	0.9634171724319458	0.9712498188018799	0.9723297357559204	0.9734000563621521	0.9829798340797424	0.9522184133529663	0.9258787631988525	0.93651282787323	0.9239961504936218	86.49	94.6
painter	2.1458733081817627	3.4905176162719727	2.9986395835876465	4.604736804962158	4.077328205108643	3.8179428577423096	3.4160704612731934	2.991034507751465	8.635030746459961	10.827938079833984	9.379886627197266	10.74388599395752	4.9921183586120605	6.318320274353027	5.441996097564697	6.202149391174316	9.241171836853027	8.668121337890625	11.206886291503906	0.9870253205299377	0.9654738903045654	0.9742175936698914	0.9393553733825684	0.9518834948539734	0.9587367177009583	0.9665423035621643	0.9739487171173096	0.9283778667449951	0.8825554847717285	0.914636492729187	0.8879652619361877	11.65	5.7
broker	2.2402632236480713	3.448164701461792	2.783174514770508	4.521597862243652	3.9401230812072754	3.6022653579711914	3.3051249980926514	2.7076728343963623	8.471602439880371	10.701984405517578	9.147653579711914	8.949959754943848	4.883938789367676	6.224604606628418	5.298610687255859	5.164501667022705	8.343891143798828	7.71994161605835	10.419172286987305	0.9861041307449341	0.9667642712593079	0.9780241847038269	0.9421154260635376	0.955423891544342	0.9639041423797607	0.9690046310424805	0.978500247001648	0.9323800206184387	0.8876116275787354	0.9210484623908997	0.9215103983879089	13.62	55.5
chef	2.1135785579681396	3.5060884952545166	2.991055727005005	4.175173282623291	3.746016502380371	3.431087017059326	3.114708185195923	2.8630294799804688	8.610722541809082	10.034769058227539	8.659374237060547	9.974504470825195	4.978292465209961	5.84180212020874	5.015283584594727	5.758979797363281	8.61825942993164	8.102237701416016	10.506549835205078	0.9872608780860901	0.964867353439331	0.9740707278251648	0.9493368268013	0.9583866000175476	0.9662352800369263	0.9714588522911072	0.9760851860046387	0.9278762340545654	0.8982412219047546	0.9267001152038574	0.9021534323692322	6.66	19.6
doctor	2.1953275203704834	3.3202996253967285	2.9414567947387695	4.344642639160156	4.066980361938477	4.21696662902832	3.9433534145355225	3.207568645477295	8.457084655761719	10.606950759887695	10.355648040771484	11.663912773132324	4.888638496398926	6.187384605407715	6.033698081970215	6.7391204833984375	9.601204872131348	9.2252836227417	11.625617980957031	0.9860358834266663	0.9678038954734802	0.9743797183036804	0.9440963864326477	0.9502434134483337	0.9477285742759705	0.9535087943077087	0.9686089158058167	0.9298402070999146	0.8845938444137573	0.8910486102104187	0.8612332940101624	9.2	37.9
firefighter	1.5370041131973267	2.5327534675598145	2.583009958267212	3.1715097427368164	3.2319748401641846	2.5808918476104736	2.5095627307891846	2.2149431705474854	6.652767658233643	7.940488815307617	6.627458572387695	8.504412651062012	3.864100456237793	4.651702880859375	3.84865140914917	4.916808128356934	6.877986431121826	6.902334690093994	8.492490768432617	0.9928333163261414	0.9806131720542908	0.9797340035438538	0.9694618582725525	0.9680836200714111	0.9799939393997192	0.9807576537132263	0.9851167798042297	0.9538547396659851	0.9317941069602966	0.9542484283447266	0.9259332418441772	3.09	3.5
secretary	2.3082644939422607	3.4239611625671387	2.8602187633514404	4.215575218200684	3.720284938812256	3.3000242710113525	3.1599538326263428	2.6236188411712646	8.59244441986084	10.244124412536621	8.768242835998535	9.415825843811035	4.958073616027832	5.944088459014893	5.071998596191406	5.439924240112305	8.328413963317871	7.829090595245361	10.302666664123535	0.9806254506111145	0.9574607610702515	0.9699270129203796	0.9341938495635986	0.9478252530097961	0.9600956439971924	0.9623748660087585	0.9745153188705444	0.910674512386322	0.868297278881073	0.906070351600647	0.8898196220397949	10.43	94.6
pope	3.6657278537750244	3.2682998180389404	3.529587984085083	3.991358518600464	4.420087814331055	3.312223196029663	3.5367982387542725	2.867711067199707	10.463615417480469	12.077174186706543	10.514749526977539	9.957066535949707	6.041380882263184	6.972047328948975	6.070818901062012	5.7503156661987305	8.39198112487793	8.760818481445312	11.283157348632812	0.9619226455688477	0.9699425101280212	0.9636540412902832	0.9548320770263672	0.9416607022285461	0.9703444242477417	0.9608497619628906	0.9762347340583801	0.8990985155105591	0.8648914098739624	0.8968535661697388	0.9056286811828613	0.0	0.0
